bldg_id,in.representative_income,in.sqft..ft2,in.bedrooms,in.cec_climate_zone,in.city,in.clothes_washer,in.clothes_washer_presence,in.clothes_washer_usage_level,in.dishwasher_usage_level,in.door_area,in.geometry_building_type_acs,in.geometry_building_type_height,in.geometry_building_type_recs,in.geometry_floor_area,in.geometry_floor_area_bin,in.geometry_stories,in.geometry_stories_low_rise,in.heating_fuel,in.hot_water_distribution,in.hot_water_fixtures,in.vacancy_status,in.usage_level,in.water_heater_efficiency,in.water_heater_fuel,in.water_heater_in_unit,in.water_heater_location,in.utility_bill_electricity_marginal_rates,in.utility_bill_fuel_oil_marginal_rates,in.utility_bill_natural_gas_fixed_charges,in.utility_bill_natural_gas_marginal_rates,out.electricity.net.energy_savings..kwh,out.utility_bills.total_bill_savings..usd,out.energy_burden_savings..percentage,out.emissions_reduction.total.aer_mid_case_avg..co2e_kg
503059,114313.0,1228.0,3,3,"CA, San Mateo",,,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Electricity,Uninsulated,100% Usage,Occupied,Medium,Electric Standard,Electricity,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,2195.3953868682,586.15,0.512758828829616,170.6550573651
503455,259433.0,2179.0,4,3,"CA, San Bruno",Standard,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Natural Gas,Uninsulated,120% Usage,Occupied,High,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-921.1223736386,104.94,0.0404497500318,1116.245463333
506190,247548.0,623.0,1,3,"CA, Daly City",Standard,Yes,120% Usage,120% Usage,20 ft^2,50 or more Unit,"Multi-Family with 5+ Units, 8+ Stories",Multi-Family with 5+ Units,500-749,0-1499,21,4,Electricity,Uninsulated,120% Usage,Occupied,High,Electric Premium,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,992.631714767401,264.98,0.107041866627886,80.3584242692
506412,48386.0,1228.0,1,3,"CA, San Mateo",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-420.2639146668,27.0700000000002,0.0559459347745221,437.7665322107
506778,150047.0,1678.0,2,3,"CA, Daly City",EnergyStar,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Attached,Single-Family Attached,Single-Family Attached,1500-1999,1500-2499,2,2,Natural Gas,Uninsulated,120% Usage,Occupied,High,Electric Premium,Electricity,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,1672.5565976314,446.56,0.297613414463468,129.0651729598
507236,282618.0,1228.0,3,3,"CA, San Mateo",Standard,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,70% Usage,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-746.7450868696,143.55,0.0507929431246418,1103.3861196435
507351,131319.0,1138.0,2,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,5 to 9 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,1000-1499,0-1499,2,2,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-799.4978795056,187.99,0.143155217447589,1301.8872126029
508576,326970.0,1698.0,3,3,"CA, Redwood City",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-564.454881205201,64.23,0.0196440040370677,679.798884919
510222,64828.0,1228.0,3,3,"CA, San Bruno",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-1251.413469754,148.68,0.229345344604184,1541.352232497
510702,188695.0,2179.0,3,3,"CA, Redwood City",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Natural Gas,Uninsulated,80% Usage,Occupied,Medium,Electric Standard,Electricity,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,4222.5679794416,1111.33,0.588955722197197,293.5060148559
511210,91840.0,1228.0,3,3,In another census Place,EnergyStar,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,120% Usage,Occupied,High,Natural Gas Standard,Natural Gas,Yes,Unheated Basement,0.266971414,3.741846154,4.95,1.964713414,-477.4127733558,87.1599999999999,0.0949041811846696,691.3473466592
511328,254557.0,2179.0,3,3,"CA, Daly City",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,2,2,Electricity,Uninsulated,80% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-812.979148734798,61.0699999999997,0.023990697564789,869.7588335513
511844,415440.0,1228.0,2,3,"CA, Redwood City",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Electricity,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-1355.453699675,219.54,0.052845176198729,1664.6567823578
512208,399323.0,2179.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,2,2,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-504.082240744,52.23,0.0130796372861067,593.385002510301
512974,67781.0,2179.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Electricity,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-927.569937183002,96.8900000000003,0.142945663238962,1088.4720025179
513272,115162.0,1228.0,4,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-687.251659618999,65.4400000000001,0.0568242996821873,790.1851240822
513426,85423.0,1228.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-1089.9313100738,184.63,0.216136169415731,1526.111528865
513576,63639.0,1228.0,3,3,"CA, Daly City",Standard,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,80% Usage,Occupied,Low,Natural Gas Tankless,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-321.2058929392,-16.48,-0.025896070019956,206.7882255593
513644,108047.0,1138.0,3,3,In another census Place,,,100% Usage,100% Usage,20 ft^2,3 or 4 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,1000-1499,0-1499,3,3,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-241.4905618448,149.95,0.138782196636649,709.1417753343
513679,53635.0,854.0,1,4,"CA, Redwood City",,,100% Usage,100% Usage,20 ft^2,5 to 9 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,750-999,0-1499,3,3,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-326.4811722028,121.05,0.225692178614711,677.168049173
513731,84623.0,1682.0,3,3,In another census Place,Standard,Yes,80% Usage,80% Usage,20 ft^2,3 or 4 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,1500-1999,1500-2499,4,4,Natural Gas,Uninsulated,80% Usage,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-793.050315961199,150.2,0.177493116528603,1165.4965228676
514487,95189.0,854.0,2,3,"CA, Daly City",Standard,Yes,80% Usage,80% Usage,20 ft^2,3 or 4 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,750-999,0-1499,2,2,Natural Gas,Uninsulated,80% Usage,Occupied,Low,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-980.0296587488,112.51,0.118196430259799,1189.2602271319
514735,,623.0,1,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,20 to 49 Unit,"Multi-Family with 5+ Units, 4-7 Stories",Multi-Family with 5+ Units,500-749,0-1499,6,4,Electricity,Uninsulated,110% Usage,Vacant,Medium,Electric Standard,Electricity,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,191.961550981,51.27,,18.7379008047
514781,107881.0,854.0,2,3,In another census Place,,,100% Usage,100% Usage,20 ft^2,20 to 49 Unit,"Multi-Family with 5+ Units, 4-7 Stories",Multi-Family with 5+ Units,750-999,0-1499,4,4,Electricity,Uninsulated,100% Usage,Occupied,Medium,Electric Premium,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,2799.1217914802,747.3,0.692707705712776,215.4019446656
517303,108204.0,1698.0,3,3,Not in a census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-558.593459801201,120.25,0.111132675316994,869.3596722657
517660,76215.0,1698.0,3,3,"CA, Daly City",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-577.056937223801,108.68,0.142596601718823,846.0949196084
517792,20629.0,623.0,3,3,In another census Place,,,100% Usage,100% Usage,20 ft^2,5 to 9 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,500-749,0-1499,2,2,Electricity,Uninsulated,110% Usage,Occupied,Medium,Electric Standard,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,2365.6696786544,631.62,3.06180619516215,183.5733680627
517798,,1698.0,2,3,In another census Place,Standard,Yes,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,70% Usage,Vacant,Low,Electric Premium,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,44.2537316001999,11.9399999999999,,4.41798968379993
517942,267688.0,1698.0,4,3,"CA, Redwood City",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-340.841654642598,91.04,0.0340097426855144,585.6966118388
519980,151417.0,854.0,1,3,In another census Place,,,80% Usage,80% Usage,20 ft^2,10 to 19 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,750-999,0-1499,3,3,Electricity,Uninsulated,80% Usage,Occupied,Low,Electric Premium,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,4381.41249949,1169.67,0.772482614237503,337.5861213725
520194,91516.0,2179.0,3,3,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Natural Gas,Uninsulated,110% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-830.563412946802,138.19,0.151000917872285,1157.431650529
520464,83650.0,1228.0,2,3,In another census Place,,,80% Usage,80% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,70% Usage,Occupied,Low,Natural Gas Standard,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-675.2357457408,133.68,0.159808726838016,1007.0929954162
520745,35317.0,623.0,2,3,"CA, Daly City",,,80% Usage,80% Usage,20 ft^2,10 to 19 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,500-749,0-1499,2,2,Electricity,Uninsulated,70% Usage,Occupied,Low,Electric Premium,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,1024.8695324894,273.6,0.774697737633435,93.9979468351
520761,,623.0,2,3,In another census Place,,,80% Usage,80% Usage,20 ft^2,50 or more Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,500-749,0-1499,2,2,Electricity,Uninsulated,80% Usage,Vacant,Low,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-187.2724138578,74.98,,204.4159374642
520971,67495.0,2179.0,3,3,In another census Place,Standard,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Electricity,Uninsulated,130% Usage,Occupied,High,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-567.6786629774,62.409999999999904,0.092466108600636,674.7231862987
521450,266114.0,2179.0,4,3,Not in a census Place,Standard,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2000-2499,1500-2499,1,1,Electricity,Uninsulated,130% Usage,Occupied,High,Electric Standard,Electricity,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,2974.0852203896,793.96,0.298353337291536,237.6143630245
522048,633.0,322.0,1,3,"CA, Redwood City",,,100% Usage,100% Usage,20 ft^2,10 to 19 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,0-499,0-1499,3,3,Electricity,Uninsulated,100% Usage,Occupied,Medium,Electric Standard,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,762.8639957306,203.63,32.1690363349131,57.9146738016
522110,,854.0,4,3,"CA, Daly City",,,120% Usage,120% Usage,20 ft^2,2 Unit,Multi-Family with 2 - 4 Units,Multi-Family with 2 - 4 Units,750-999,0-1499,1,1,Electricity,Uninsulated,120% Usage,Vacant,High,Electric Standard,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,134.2265501516,35.79,,12.9591340109
522236,420110.0,1678.0,3,3,In another census Place,Standard,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Attached,Single-Family Attached,Single-Family Attached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,160% Usage,Occupied,High,Natural Gas Premium,Natural Gas,Yes,Outside,0.266971414,3.741846154,4.95,1.964713414,-507.012951446,57.4199999999996,0.0136678488967175,607.9634612821
522641,90913.0,854.0,2,3,In another census Place,,,100% Usage,100% Usage,20 ft^2,10 to 19 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,750-999,0-1499,3,3,Electricity,Uninsulated,110% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-281.6412984622,149.87,0.164849911453808,539.9382135532
523345,140622.0,1138.0,4,3,"CA, San Mateo",Standard,Yes,120% Usage,120% Usage,20 ft^2,50 or more Unit,"Multi-Family with 5+ Units, 4-7 Stories",Multi-Family with 5+ Units,1000-1499,0-1499,5,4,Electricity,Uninsulated,130% Usage,Occupied,High,Electric Standard,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,3896.6729493792,1040.31,0.739791782224687,292.9208806986
523711,150283.0,1678.0,2,3,"CA, San Mateo",Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Attached,Single-Family Attached,Single-Family Attached,1500-1999,1500-2499,1,1,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-756.123361116,-87.3600000000001,-0.0581303274488798,327.4574037504
524313,281244.0,1138.0,2,3,"CA, San Mateo",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,20 to 49 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,1000-1499,0-1499,3,3,Electricity,Uninsulated,90% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-386.853812664,129.63,0.046091649955199,756.3924925172
525104,,623.0,1,3,In another census Place,,,120% Usage,120% Usage,20 ft^2,10 to 19 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,500-749,0-1499,3,3,Electricity,Uninsulated,140% Usage,Vacant,High,Natural Gas Premium,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-170.2742917862,15.93,,192.096368695
525259,32388.0,623.0,1,3,"CA, Daly City",,,120% Usage,120% Usage,20 ft^2,10 to 19 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,500-749,0-1499,3,3,Electricity,Uninsulated,110% Usage,Occupied,High,Natural Gas Premium,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-343.1862232042,106.91,0.330091391873534,444.1032176196
526221,107580.0,2678.0,5,4,In another census Place,Standard,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,2500-2999,2500-3999,1,1,Natural Gas,Uninsulated,80% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-1321.1643844616,147.79,0.137376835843093,1590.8300882166
526267,6549.0,854.0,1,3,"CA, South San Francisco",,,120% Usage,120% Usage,20 ft^2,5 to 9 Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,750-999,0-1499,2,2,Electricity,Uninsulated,160% Usage,Occupied,High,Natural Gas Standard,Natural Gas,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,-405.3172900866,167.48,2.55733699801496,702.0475906675
526721,305836.0,881.0,1,3,"CA, San Mateo",Standard,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,750-999,0-1499,1,1,Natural Gas,Uninsulated,130% Usage,Occupied,High,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-498.513890410201,34.3800000000001,0.0112413188767837,519.907574494
527180,34575.0,623.0,1,3,"CA, South San Francisco",,,120% Usage,120% Usage,20 ft^2,50 or more Unit,"Multi-Family with 5+ Units, 1-3 Stories",Multi-Family with 5+ Units,500-749,0-1499,3,3,Electricity,Uninsulated,130% Usage,Occupied,High,Electric Premium,Electricity,No,Conditioned Mechanical Room,0.266971414,3.741846154,4.95,1.964713414,939.8789221314,250.93,0.725755603759943,68.4108012434
527183,86435.0,1698.0,3,3,"CA, San Mateo",Standard,Yes,120% Usage,120% Usage,20 ft^2,Mobile Home,Mobile Home,Mobile Home,1500-1999,1500-2499,1,1,Electricity,Uninsulated,130% Usage,Occupied,High,Natural Gas Premium,Natural Gas,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,-1284.2374296164,-125.98,-0.145751142477005,416.352436423
527629,108047.0,1228.0,2,3,"CA, Daly City",Standard,Yes,120% Usage,120% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1000-1499,0-1499,1,1,Natural Gas,Uninsulated,140% Usage,Occupied,High,Electric Standard,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,2257.8195248208,532.81,0.493127990596685,-74.4617234591999
527780,195059.0,1698.0,3,3,"CA, Redwood City",EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,1500-1999,1500-2499,1,1,Electricity,Uninsulated,110% Usage,Occupied,Medium,Electric Premium,Electricity,Yes,Living Space,0.266971414,3.741846154,4.95,1.964713414,1325.2673794444,353.83,0.181396398012909,77.5733671174
527897,305836.0,3310.0,3,3,Not in a census Place,EnergyStar,Yes,100% Usage,100% Usage,20 ft^2,Single-Family Detached,Single-Family Detached,Single-Family Detached,3000-3999,2500-3999,2,2,Natural Gas,Uninsulated,100% Usage,Occupied,Medium,Natural Gas Standard,Natural Gas,Yes,Garage,0.266971414,3.741846154,4.95,1.964713414,-482.6880526194,86.2700000000004,0.0282079284322321,690.671494027898
